18	961	2011-08-11 16:22:38
18	961	2011-08-08 16:23:44
18	961	2011-08-03 16:21:53
18	964	2011-07-14 02:02:47
18	965	2011-07-09 04:33:27
18	980	2010-07-10 01:15:18
18	961	2010-04-23 17:14:33
18	987	2010-04-17 00:17:02
18	988	2010-04-16 23:41:30
18	993	2010-03-23 17:27:26
18	961	2010-03-18 17:11:46
18	961	2010-03-05 17:51:56
18	961	2010-02-22 21:33:32
18	980	2010-02-10 00:38:12
18	961	2010-02-09 18:36:09
18	961	2010-02-08 18:06:17
18	961	2010-02-06 01:42:36
18	1007	2010-02-04 20:15:00
18	961	2010-02-01 18:28:41
18	961	2010-01-28 20:59:36
18	1007	2010-01-28 20:16:04
18	961	2010-01-28 19:42:33
18	961	2010-01-26 23:38:07
18	993	2010-01-26 23:30:16
18	961	2010-01-22 18:26:54
18	961	2010-01-20 20:44:49
18	1007	2010-01-20 20:41:05
18	961	2010-01-20 18:41:14
18	961	2010-01-19 18:51:56
18	961	2010-01-14 18:32:14
18	961	2010-01-13 18:14:19
18	1009	2010-01-12 20:41:43
18	980	2010-01-12 02:11:15
18	961	2010-01-11 18:06:06
18	961	2010-01-08 18:02:10
18	961	2009-12-29 18:23:04
18	961	2009-12-28 19:04:54
19	204	2010-05-12 02:18:28
19	1013	2010-05-09 00:45:19
19	1015	2010-05-08 06:08:32
19	1016	2010-04-29 20:48:55
19	1017	2010-04-28 04:51:01
19	1018	2010-04-25 08:17:00
19	1019	2010-04-25 06:28:11
19	1021	2010-04-24 06:09:47
26	1749	2011-04-17 20:47:20
26	206	2011-04-17 19:37:51
26	1758	2011-03-17 19:18:33
26	1763	2011-03-06 22:16:16
26	1777	2011-01-27 20:55:52
26	206	2011-01-27 17:17:51
36	2396	2011-08-11 05:33:14
36	2396	2011-08-09 23:14:20
36	2400	2011-08-09 16:02:52
36	2401	2011-08-08 04:00:59
36	1763	2011-08-06 18:03:05
36	2400	2011-08-03 13:59:47
36	2403	2011-07-30 20:37:17
36	2404	2011-07-29 02:33:53
36	2400	2011-07-22 18:50:58
36	2407	2011-07-22 01:24:04
36	2408	2011-07-21 04:17:24
36	2404	2011-07-19 00:59:54
36	2400	2011-07-18 21:40:28
36	2396	2011-07-16 21:38:20
36	2420	2011-07-04 04:51:32
36	2421	2011-07-04 04:30:40
36	2396	2011-06-15 18:50:55
36	2423	2011-06-10 01:56:53
36	2424	2011-06-08 00:57:37
36	2425	2011-06-07 17:41:59
36	2403	2011-06-04 20:54:52
36	2404	2011-06-04 19:32:20
36	2404	2011-05-28 02:05:20
36	2408	2011-05-25 04:04:10
36	2404	2011-05-15 19:16:07
36	2404	2011-05-14 19:34:48
36	2430	2011-05-10 14:53:12
36	2432	2011-05-07 17:24:06
36	2404	2011-05-05 00:45:30
36	2434	2011-05-03 04:35:01
36	2403	2011-05-02 06:39:56
36	2436	2011-04-30 23:32:09
36	2404	2011-04-30 19:14:16
36	2437	2011-04-29 23:05:14
36	2438	2011-04-29 21:52:16
36	2440	2011-04-15 15:19:41
36	2396	2011-03-30 20:14:41
36	2403	2011-03-25 02:33:13
36	2403	2011-03-14 05:34:03
36	2451	2011-03-11 03:11:56
36	2452	2011-03-08 03:32:29
36	2457	2011-01-19 05:08:34
36	2459	2011-01-06 01:34:32
36	2400	2011-01-05 18:21:57
36	2460	2011-01-04 22:26:11
36	2459	2011-01-03 23:16:54
36	2396	2011-01-03 07:11:47
36	2396	2010-12-24 15:49:55
36	2459	2010-12-23 02:33:13
36	2403	2010-12-21 06:02:04
36	2474	2010-12-20 21:44:04
36	2477	2010-12-18 04:36:50
36	2421	2010-12-17 03:55:24
36	2459	2010-12-16 03:33:50
36	2459	2010-12-13 20:32:30
36	2400	2010-12-13 19:57:23
36	2479	2010-12-13 02:08:12
36	2480	2010-12-12 20:22:13
36	2482	2010-12-11 22:55:19
36	2459	2010-12-08 02:40:01
36	2420	2010-12-07 03:12:29
36	2483	2010-12-05 18:16:31
36	2400	2010-12-03 22:15:28
36	2459	2010-12-01 15:12:00
36	2459	2010-12-01 01:35:30
36	2459	2010-11-30 01:55:33
36	2400	2010-11-29 16:21:42
36	2408	2010-11-29 02:29:00
36	2420	2010-11-29 00:40:58
36	2403	2010-11-28 11:03:29
36	2491	2010-11-28 10:39:29
36	2403	2010-11-27 00:39:38
36	2459	2010-11-23 15:26:14
36	2403	2010-11-21 21:22:29
36	2483	2010-11-21 16:58:40
36	2400	2010-11-06 16:39:42
36	2403	2010-11-06 04:27:07
36	2400	2010-11-05 15:13:40
36	2400	2010-11-05 15:13:40
36	2403	2010-11-04 03:23:40
36	2403	2010-11-04 03:23:40
36	2425	2010-11-03 18:22:11
36	2516	2010-11-03 18:21:55
36	2403	2010-11-03 07:38:07
36	2516	2010-11-03 05:22:04
36	206	2010-10-23 14:39:47
36	2403	2010-10-23 06:16:17
36	2527	2010-10-22 21:28:19
36	2396	2010-10-22 20:32:37
36	2420	2010-10-14 05:29:21
36	2545	2010-10-07 19:17:26
36	2548	2010-10-03 16:20:38
36	1019	2010-10-01 23:10:30
36	2549	2010-09-26 21:16:36
36	2403	2010-09-10 21:30:43
36	2459	2010-09-07 19:23:31
36	2574	2010-09-05 23:38:33
36	2575	2010-09-05 22:09:22
36	2403	2010-09-05 02:29:26
36	2576	2010-08-25 15:03:51
36	2578	2010-08-25 04:33:29
36	2576	2010-07-20 16:20:31
36	2460	2010-07-18 00:28:40
36	2403	2010-07-10 04:45:51
36	2420	2010-06-30 04:21:13
36	2436	2010-06-28 00:23:11
36	2587	2010-06-27 21:58:32
36	2460	2010-06-25 03:48:08
36	2420	2010-06-20 21:43:27
36	2589	2010-06-20 05:56:37
36	204	2010-06-19 21:13:07
36	2420	2010-06-13 22:52:58
36	2400	2010-06-08 17:41:08
36	2591	2010-06-05 23:04:55
36	2592	2010-06-05 21:08:08
36	204	2010-05-26 01:58:46
36	2403	2010-05-22 22:32:45
36	2597	2010-05-20 16:52:05
36	2597	2010-05-19 15:59:51
36	2598	2010-05-16 23:51:16
36	2604	2010-05-02 19:51:53
36	2460	2010-04-27 03:31:07
36	2403	2010-04-24 03:13:34
36	2607	2010-04-24 01:43:45
37	2611	2011-08-06 03:00:24
37	2396	2011-08-06 02:23:35
37	2396	2011-07-17 18:21:52
37	2396	2011-06-28 16:14:40
37	1763	2011-04-12 13:52:06
37	2396	2011-04-12 13:27:35
37	2396	2011-04-12 03:37:17
37	1763	2011-04-08 05:50:37
37	2436	2011-04-01 00:44:35
37	467	2011-03-26 09:35:52
37	2640	2011-03-26 06:36:49
37	2645	2011-01-24 06:34:30
37	1017	2011-01-22 05:33:30
37	206	2011-01-22 01:45:31
37	2646	2011-01-21 22:30:40
37	1749	2011-01-21 21:10:59
37	1763	2011-01-20 04:00:43
37	2640	2011-01-19 04:42:19
37	2396	2010-12-26 03:21:20
37	2396	2010-12-24 08:49:48
37	1763	2010-12-24 08:23:41
38	2668	2011-07-29 19:14:23
38	2671	2011-07-12 17:45:30
38	2672	2011-07-10 06:11:18
38	2674	2011-07-07 21:09:15
38	2671	2011-06-30 15:13:29
38	2671	2011-06-21 15:46:21
38	2671	2011-06-15 16:26:49
38	2671	2011-06-09 16:48:07
38	2671	2011-05-16 17:44:14
38	2671	2011-05-06 15:57:14
38	2678	2011-04-20 04:42:17
38	2680	2011-04-10 19:23:05
38	2671	2011-04-08 16:21:22
38	2681	2011-04-08 05:45:30
38	2682	2011-04-08 04:12:10
38	2671	2011-04-06 16:28:44
38	2436	2011-04-03 22:36:03
38	2687	2011-03-25 07:02:18
38	2690	2011-02-26 02:40:10
38	2691	2011-02-21 05:28:05
38	2693	2011-02-10 02:24:37
38	2671	2011-01-20 01:37:44
38	2698	2011-01-18 06:47:03
38	2690	2011-01-17 21:05:08
38	2690	2011-01-14 17:33:45
38	2396	2011-01-06 05:45:50
38	2690	2010-09-22 16:08:40
38	2690	2010-09-21 23:36:20
40	2799	2011-04-15 15:15:38
40	2800	2011-03-22 03:02:14
40	2396	2011-03-09 18:30:23
